74:f0:6d:9b:62:5f,fft@gfcc,1426559256457
74:f0:6d:9b:62:5f,fft@gfcc,1426559256523
74:f0:6d:9b:62:5f,fft@gfcc,1426559256556
74:f0:6d:9b:62:5f,fft@gfcc,1426559256575
74:f0:6d:9b:62:5f,fft@gfcc,1426559256587
74:f0:6d:9b:62:5f,fft@gfcc,1426559256598
74:f0:6d:9b:62:5f,fft@gfcc,1426559256609
74:f0:6d:9b:62:5f,fft@gfcc,1426559256619
74:f0:6d:9b:62:5f,fft@gfcc,1426559257554
74:f0:6d:9b:62:5f,fft@gfcc,1426559257564
74:f0:6d:9b:62:5f,fft@gfcc,1426559257572
74:f0:6d:9b:62:5f,fft@gfcc,1426559257580
74:f0:6d:9b:62:5f,fft@gfcc,1426559257589
74:f0:6d:9b:62:5f,fft@gfcc,1426559257596
74:f0:6d:9b:62:5f,fft@gfcc,1426559257604
74:f0:6d:9b:62:5f,fft@gfcc,1426559257611
74:f0:6d:9b:62:5f,fft@gfcc,1426559257619
74:f0:6d:9b:62:5f,fft@gfcc,1426559257628
74:f0:6d:9b:62:5f,fft@gfcc,1426559257636
74:f0:6d:9b:62:5f,fft@gfcc,1426559258803
74:f0:6d:9b:62:5f,fft@gfcc,1426559258812
74:f0:6d:9b:62:5f,fft@gfcc,1426559258820
74:f0:6d:9b:62:5f,fft@gfcc,1426559258828
74:f0:6d:9b:62:5f,fft@gfcc,1426559258836
74:f0:6d:9b:62:5f,fft@gfcc,1426559258844
74:f0:6d:9b:62:5f,fft@gfcc,1426559258853
74:f0:6d:9b:62:5f,fft@gfcc,1426559258865
74:f0:6d:9b:62:5f,fft@gfcc,1426559258878
74:f0:6d:9b:62:5f,fft@gfcc,1426559258894
74:f0:6d:9b:62:5f,fft@gfcc,1426559258907
74:f0:6d:9b:62:5f,fft@gfcc,1426559258915
74:f0:6d:9b:62:5f,fft@gfcc,1426559260049
74:f0:6d:9b:62:5f,fft@gfcc,1426559260063
74:f0:6d:9b:62:5f,fft@gfcc,1426559260071
74:f0:6d:9b:62:5f,fft@gfcc,1426559260078
74:f0:6d:9b:62:5f,fft@gfcc,1426559260085
74:f0:6d:9b:62:5f,fft@gfcc,1426559260092
74:f0:6d:9b:62:5f,fft@gfcc,1426559260099
74:f0:6d:9b:62:5f,fft@gfcc,1426559260106
74:f0:6d:9b:62:5f,fft@gfcc,1426559260113
74:f0:6d:9b:62:5f,fft@gfcc,1426559260120
74:f0:6d:9b:62:5f,fft@gfcc,1426559260127
74:f0:6d:9b:62:5f,fft@gfcc,1426559260134
74:f0:6d:9b:62:5f,fft@gfcc,1426559261292
74:f0:6d:9b:62:5f,fft@gfcc,1426559261306
74:f0:6d:9b:62:5f,fft@gfcc,1426559261317
74:f0:6d:9b:62:5f,fft@gfcc,1426559261327
74:f0:6d:9b:62:5f,fft@gfcc,1426559261338
74:f0:6d:9b:62:5f,fft@gfcc,1426559261348
74:f0:6d:9b:62:5f,fft@gfcc,1426559261358
74:f0:6d:9b:62:5f,fft@gfcc,1426559262397
74:f0:6d:9b:62:5f,fft@gfcc,1426559262405
74:f0:6d:9b:62:5f,fft@gfcc,1426559262416
74:f0:6d:9b:62:5f,fft@gfcc,1426559262426
74:f0:6d:9b:62:5f,fft@gfcc,1426559262434
74:f0:6d:9b:62:5f,fft@gfcc,1426559262900
74:f0:6d:9b:62:5f,fft@gfcc,1426559262908
74:f0:6d:9b:62:5f,fft@gfcc,1426559262915
74:f0:6d:9b:62:5f,fft@gfcc,1426559264033
74:f0:6d:9b:62:5f,fft@gfcc,1426559264040
74:f0:6d:9b:62:5f,fft@gfcc,1426559264048
74:f0:6d:9b:62:5f,fft@gfcc,1426559264055
74:f0:6d:9b:62:5f,fft@gfcc,1426559265143
74:f0:6d:9b:62:5f,fft@gfcc,1426559265150
74:f0:6d:9b:62:5f,fft@gfcc,1426559265158
74:f0:6d:9b:62:5f,fft@gfcc,1426559265165
74:f0:6d:9b:62:5f,fft@gfcc,1426559265172
74:f0:6d:9b:62:5f,fft@gfcc,1426559265179
74:f0:6d:9b:62:5f,fft@gfcc,1426559266387
74:f0:6d:9b:62:5f,fft@gfcc,1426559266399
74:f0:6d:9b:62:5f,fft@gfcc,1426559266409
74:f0:6d:9b:62:5f,fft@gfcc,1426559266420
74:f0:6d:9b:62:5f,fft@gfcc,1426559266430
74:f0:6d:9b:62:5f,fft@gfcc,1426559266440
74:f0:6d:9b:62:5f,fft@gfcc,1426559266451
74:f0:6d:9b:62:5f,fft@gfcc,1426559266461
74:f0:6d:9b:62:5f,fft@gfcc,1426559266472
74:f0:6d:9b:62:5f,fft@gfcc,1426559266480
74:f0:6d:9b:62:5f,fft@gfcc,1426559266503
74:f0:6d:9b:62:5f,fft@gfcc,1426559266511
74:f0:6d:9b:62:5f,fft@gfcc,1426559267405
74:f0:6d:9b:62:5f,fft@gfcc,1426559267413
74:f0:6d:9b:62:5f,fft@gfcc,1426559267420
74:f0:6d:9b:62:5f,fft@gfcc,1426559267428
74:f0:6d:9b:62:5f,fft@gfcc,1426559268986
74:f0:6d:9b:62:5f,fft@gfcc,1426559268994
74:f0:6d:9b:62:5f,fft@gfcc,1426559269002
74:f0:6d:9b:62:5f,fft@gfcc,1426559269009
74:f0:6d:9b:62:5f,fft@gfcc,1426559269016
74:f0:6d:9b:62:5f,fft@gfcc,1426559269023
74:f0:6d:9b:62:5f,fft@gfcc,1426559269030
74:f0:6d:9b:62:5f,fft@gfcc,1426559269037
74:f0:6d:9b:62:5f,fft@gfcc,1426559269044
74:f0:6d:9b:62:5f,fft@gfcc,1426559269051
74:f0:6d:9b:62:5f,fft@gfcc,1426559270234
74:f0:6d:9b:62:5f,fft@gfcc,1426559270242
74:f0:6d:9b:62:5f,fft@gfcc,1426559270249
74:f0:6d:9b:62:5f,fft@gfcc,1426559270260
74:f0:6d:9b:62:5f,fft@gfcc,1426559270270
74:f0:6d:9b:62:5f,fft@gfcc,1426559270277
74:f0:6d:9b:62:5f,fft@gfcc,1426559270286
74:f0:6d:9b:62:5f,fft@gfcc,1426559270293
74:f0:6d:9b:62:5f,fft@gfcc,1426559271365
74:f0:6d:9b:62:5f,fft@gfcc,1426559271376
74:f0:6d:9b:62:5f,fft@gfcc,1426559271386
74:f0:6d:9b:62:5f,fft@gfcc,1426559271397
74:f0:6d:9b:62:5f,fft@gfcc,1426559271407
74:f0:6d:9b:62:5f,fft@gfcc,1426559271417
74:f0:6d:9b:62:5f,fft@gfcc,1426559271428
74:f0:6d:9b:62:5f,fft@gfcc,1426559271438
74:f0:6d:9b:62:5f,fft@gfcc,1426559272468
74:f0:6d:9b:62:5f,fft@gfcc,1426559272475
74:f0:6d:9b:62:5f,fft@gfcc,1426559272483
74:f0:6d:9b:62:5f,fft@gfcc,1426559272489
74:f0:6d:9b:62:5f,fft@gfcc,1426559272497
74:f0:6d:9b:62:5f,fft@gfcc,1426559272504
74:f0:6d:9b:62:5f,fft@gfcc,1426559272510
74:f0:6d:9b:62:5f,fft@gfcc,1426559272971
74:f0:6d:9b:62:5f,fft@gfcc,1426559272979
74:f0:6d:9b:62:5f,fft@gfcc,1426559274078
74:f0:6d:9b:62:5f,fft@gfcc,1426559274085
74:f0:6d:9b:62:5f,fft@gfcc,1426559274093
74:f0:6d:9b:62:5f,fft@gfcc,1426559274102
74:f0:6d:9b:62:5f,fft@gfcc,1426559274110
74:f0:6d:9b:62:5f,fft@gfcc,1426559274117
74:f0:6d:9b:62:5f,fft@gfcc,1426559274125
74:f0:6d:9b:62:5f,fft@gfcc,1426559274132
74:f0:6d:9b:62:5f,fft@gfcc,1426559274139
74:f0:6d:9b:62:5f,fft@gfcc,1426559275326
74:f0:6d:9b:62:5f,fft@gfcc,1426559275335
74:f0:6d:9b:62:5f,fft@gfcc,1426559275343
74:f0:6d:9b:62:5f,fft@gfcc,1426559275353
74:f0:6d:9b:62:5f,fft@gfcc,1426559275389
74:f0:6d:9b:62:5f,fft@gfcc,1426559275396
74:f0:6d:9b:62:5f,fft@gfcc,1426559275404
74:f0:6d:9b:62:5f,fft@gfcc,1426559275410
74:f0:6d:9b:62:5f,fft@gfcc,1426559275417
74:f0:6d:9b:62:5f,fft@gfcc,1426559275424
74:f0:6d:9b:62:5f,fft@gfcc,1426559276570
74:f0:6d:9b:62:5f,fft@gfcc,1426559276581
74:f0:6d:9b:62:5f,fft@gfcc,1426559276591
74:f0:6d:9b:62:5f,fft@gfcc,1426559276601
74:f0:6d:9b:62:5f,fft@gfcc,1426559276612
74:f0:6d:9b:62:5f,fft@gfcc,1426559276622
74:f0:6d:9b:62:5f,fft@gfcc,1426559276632
74:f0:6d:9b:62:5f,fft@gfcc,1426559276642
74:f0:6d:9b:62:5f,fft@gfcc,1426559276652
74:f0:6d:9b:62:5f,fft@gfcc,1426559276663
74:f0:6d:9b:62:5f,fft@gfcc,1426559276673
74:f0:6d:9b:62:5f,fft@gfcc,1426559276681
74:f0:6d:9b:62:5f,fft@gfcc,1426559277617
74:f0:6d:9b:62:5f,fft@gfcc,1426559277625
74:f0:6d:9b:62:5f,fft@gfcc,1426559277632
74:f0:6d:9b:62:5f,fft@gfcc,1426559277638
74:f0:6d:9b:62:5f,fft@gfcc,1426559277645
74:f0:6d:9b:62:5f,fft@gfcc,1426559277652
74:f0:6d:9b:62:5f,fft@gfcc,1426559277659
74:f0:6d:9b:62:5f,fft@gfcc,1426559278749
74:f0:6d:9b:62:5f,fft@gfcc,1426559279482
74:f0:6d:9b:62:5f,fft@gfcc,1426559279490
74:f0:6d:9b:62:5f,fft@gfcc,1426559279497
74:f0:6d:9b:62:5f,fft@gfcc,1426559279504
74:f0:6d:9b:62:5f,fft@gfcc,1426559279511
74:f0:6d:9b:62:5f,fft@gfcc,1426559279518
74:f0:6d:9b:62:5f,fft@gfcc,1426559279525
74:f0:6d:9b:62:5f,fft@gfcc,1426559279532
74:f0:6d:9b:62:5f,fft@gfcc,1426559280724
74:f0:6d:9b:62:5f,fft@gfcc,1426559280732
74:f0:6d:9b:62:5f,fft@gfcc,1426559280739
74:f0:6d:9b:62:5f,fft@gfcc,1426559280746
74:f0:6d:9b:62:5f,fft@gfcc,1426559280753
74:f0:6d:9b:62:5f,fft@gfcc,1426559280760
74:f0:6d:9b:62:5f,fft@gfcc,1426559281972
74:f0:6d:9b:62:5f,fft@gfcc,1426559281983
74:f0:6d:9b:62:5f,fft@gfcc,1426559281994
74:f0:6d:9b:62:5f,fft@gfcc,1426559282004
